Subject,Course Number,Course Name
BADM,BADM378,Logistics Management
ACE,ACE232,Farm Management
LA,LA437,Regional Design Studio
AGED,AGED510,Education Program Management
PS,PS382,Intl Political Economy
PSYC,PSYC210,Behavioral Neuroscience
AE,AE504,Optimal Aerospace Systems
ANSC,ANSC509,Muscle Biology
DANC,DANC162,Viewing Dance
CMN,CMN260,Intro to Health Communication
ECE,ECE340,Semiconductor Electronics
NUTR,NUTR561,Advanced Clinical Nutrition
MILS,MILS202,Leadership and Teamwork
MDVL,MDVL231,Northern Renaissance Art
ANTH,ANTH514,Seminar in Cognitive Science
PHYS,PHYS487,Quantum Physics II
LING,LING591,Seminar in Linguistic Analysis
AE,AE312,Compressible Flow
ACCY,ACCY503,Managerial Accounting
FAA,FAA399,Special Topics
IS,IS519,Soc Sc Research in LIS
CHLH,CHLH517,Principle/Method Epidemiology
HIST,HIST140,Western Worlds: Ancient and Medieval Societies from the Mediterranean to N. Europe (ACP)
CS,CS441,Applied Machine Learning
ATMS,ATMS199,Undergraduate Open Seminar
MUS,MUS446,Songwriting
FIN,FIN545,Real Estate Investment
HDFS,HDFS259,Motor Development and Control
IB,IB462,Mammalogy
BIOE,BIOE497,Individual Study
CLE,CLE783,Colon and Rectal Surgery
MUSC,MUSC472,LTI Ensemble
CPSC,CPSC466,Genomics for Plant Improvement
NRES,NRES418,Wetland Ecology & Management
TAM,TAM537,Experimental Fluid Mechanics
MCB,MCB585,Current Topics in Microbiology
UP,UP501,Planning History and Theory
EPSY,EPSY456,Human Performance and Cognition in Context
ECE,ECE451,Adv Microwave Measurements
CWL,CWL411,The Chinese Novel
MACS,MACS204,Gender in Gaming
MDVL,MDVL423,Romanesque Art
MUS,MUS318,Introduction to Piano Literature II
FAA,FAA550,Cripistemology and the Arts Seminar
TRST,TRST503,Computer-Assisted Translation
BIOC,BIOC455,Technqs Biochem & Biotech
MDVL,MDVL345,Medieval Civilization
MUSC,MUSC430,Percussion
SOC,SOC200,Introduction to Sociological Theory
CI,CI561,Theory Prac in Child Comp
IS,IS378,Information Technology Services for Youth
CHLH,CHLH599,Thesis Research
ATMS,ATMS323,Air Pollution to Global Change
ITAL,ITAL102,Elementary Italian II
CHBE,CHBE456,Polymer Science & Engineering
BADM,BADM333,Sustainable Product Design & Marketing Plans II: Bottom-Up Enterprise & Marketing Innovation
TRST,TRST412,Spanish/English Translation
IE,IE498,Special Topics
ECE,ECE561,Statistical Inference for Engineers and Data Scientists
NRES,NRES427,Modeling Natural Resources
DANC,DANC360,Dancing Techniques III
IHLT,IHLT385,Experience in Interdisciplinary Health Research
PHYS,PHYS110,Physics Careers
EPOL,EPOL570,Organization Development
NRES,NRES402,Ecohydrology and Water Management
NRES,NRES565,Spatial Ecological Modeling
GGIS,GGIS204,Cities of the World
SAME,SAME212,Israeli Cinema and Television
CS,CS466,Introduction to Bioinformatics
ME,ME487,MEMS-NEMS Theory & Fabrication
SPAN,SPAN316,Latin American Literatures & Cultures from 1800
CI,CI505,Reading for Diverse Students
CHLH,CHLH555,Healthcare Quality
ARCH,ARCH484,Representation
TSM,TSM363,Fluid Power Systems
PS,PS345,Gov & Pol of SE Asia
ITAL,ITAL418,Language & Minorities in Europe
GWS,GWS230,Latina/o Genders & Sexualities
ESE,ESE380,Spatial Problem Solving
ESE,ESE320,"Water Planet, Water Crisis"
DANC,DANC240,Context
LLS,LLS305,"Theories of Race, Gender, and Sexuality"
GEOG,GEOG394,Special Topics Social Geog
MDVL,MDVL530,Old High German
ESE,ESE208,History of the Earth System
HIST,HIST396,Special Topics
ARCH,ARCH538,Econ Issues in Arch Develop
ZULU,ZULU201,Elementary Zulu I
LA,LA335,Community & Open Space Studio
VCM,VCM598,Manuscript Research
MUSC,MUSC440,Advanced Jazz Woodwinds
ARTE,ARTE505,Foundations of Art Education
RST,RST593,Special Problems
ANTH,ANTH346,Forensic Anthropology
LAW,LAW668,Decedents' Estates and Trusts
BUS,BUS302,Principles Prof Responsibility
ARCH,ARCH592,Special Problems in Urbanism
CHEM,CHEM123,Teaching Elementary & Middle School Chemistry
NRES,NRES285,Field Experience
BADM,BADM463,iVenture Accelerator Seminar I: Topics in Entrepreneurship
JOUR,JOUR590,Advanced Topics in Journalism
DANC,DANC259,Dance Improvisation I
VCM,VCM663,Small Animal Dermatology
MATH,MATH415,Applied Linear Algebra
TRST,TRST500,Translation and Interpretation: Reflective Practice
ARCH,ARCH536,Planning and Design of Structural Systems
SCAN,SCAN376,Children and Youth Literature
LER,LER532,Successful Change Management for HR Professionals
MUS,MUS596,Graduate Level Euphonium
JOUR,JOUR161,Introduction to Sports Media
IS,IS528,Seminar in Information Organizations & Social Contexts
CHEM,CHEM515,Inorganic Chemistry Seminar
CHIN,CHIN201,Elementary Chinese I
PS,PS494,Junior Honors Seminar
MDIA,MDIA223,Watching the Environment
CPSC,CPSC413,"Agriculture, Food, and the Environment"
MUSC,MUSC411,Advanced Viola
ARCH,ARCH556,Advanced Structural Planning
ARCH,ARCH576,Architectural Design Seminar
ARTH,ARTH500,Graduate Writing Workshop
DANC,DANC422,Perf Pract November II
NRES,NRES101,Wildlife Conservation in the 21st Century
HEBR,HEBR205,Intensive Biblical Hebrew
AE,AE599,Thesis Research
CHEM,CHEM536,Organic Chemistry Research
BIOE,BIOE507,Advanced Bioinstrumentation
TAM,TAM554,Plasticity
ADV,ADV491,Digital Content and Social Media Management
MCB,MCB404,Sys & Integrative Physiol Lab
MUS,MUS521,Historical Studies in 20thC Music
PLPA,PLPA404,Plant Virology
ARTD,ARTD299,Spec Topics in Design Courses
FR,FR335,French Cultural History to 1789
LING,LING426,Child & Adult Lang Acquisition
ECE,ECE530,Large-Scale System Analysis
CWL,CWL463,Modern Scandinavian Drama
TAM,TAM416,Introduction to Nonlinear Dynamics and Vibrations
THEA,THEA323,The Comic Imagination
EIL,EIL486,Ling for Language Teachers
PHIL,PHIL419,"Space, Time, and Matter-ACP"
FR,FR312,Theater and Performance
HIST,HIST503,Prob in Comp Women's Hist
NPRE,NPRE447,Radiation Interact w/Matter II
HIST,HIST168,A History of Judaism
MUSC,MUSC522,Graduate Level Bassoon
EPOL,EPOL578,Learning on the Job
IS,IS461,"Russian, East European, and Eurasian Bibliography & Research Methods"
CPSC,CPSC499,Advanced Special Topics
HIST,HIST377,United States since 1932
ECE,ECE491,Numerical Analysis
MUS,MUS103,Rudiments of Music Theory I
EOL,EOL589,Internship in Higher Ed
ECE,ECE460,Optical Imaging
ACE,ACE476,Behavioral Economics and Financial Decision Making
ANTH,ANTH373,Culture & Psychology
NRES,NRES511,Principles of Applied Ecology
CI,CI518,Evaluation of Educational Programs
MACS,MACS266,Community Innovation
CI,CI561,Theory & Practice in Children's and Youth's Composition
CEE,CEE441,"Air Pollution Sources, Transport and Control"
PS,PS583,International Organizations
LING,LING291,Linguistics Laboratory Research Experience
ENVS,ENVS447,Environmental Sociology
FIN,FIN446,Real Estate Financial Markets
ANSC,ANSC522,Advanced Ruminant Nutrition
CHIN,CHIN490,Readings in Chinese Lit
EPOL,EPOL525,Global Youth and Citizenship
FIN,FIN513,Financial Engineering I
FR,FR313,Worldwide Spoken French
SHS,SHS578,Medical Methods in Speech-Language Pathology
PS,PS273,Environment and Society
VCM,VCM514,Science of Health Evaluation
EPSY,EPSY582,Advanced Statistical Methods
MACS,MACS373,Special Topics in Film Studies
HRD,HRD575,Innovation in E-Learning
LAW,LAW631,Secured Transactions
AIS,AIS491,Readings in Am Ind Studies
CWL,CWL273,The Holocaust in Context
PS,PS399,Politics of International Treaties
ARTS,ARTS354,Intermediate Painting
REHB,REHB545,Transition and Vocational Planning
CS,CS296,Honors Course
VCM,VCM506,Topics in Pathophysiology
FIN,FIN574,Individual Tax Policy
SHS,SHS561,Medical Audiology
MCB,MCB364,Eukaryotic Cell Biology Laboratory
LAW,LAW685,Dispute Resolution
PATH,PATH551,Interpretive Cytopathology
CHLH,CHLH593,Special Projects
AE,AE512,Molecular Gas Dynamics
MUS,MUS254,String Ensemble
NPRE,NPRE430,Advanced Materials in Nuclear Engineering
NPRE,NPRE458,Design in NPRE
EOL,EOL550,Educational Leadership and Professional Development
CWL,CWL454,Topics in Israeli Lit &Culture
MCB,MCB426,Bacterial Pathogenesis
GCL,GCL195,Fictions of Equality
ADV,ADV350,Writing for Public Relations
CEE,CEE416,Traffic Capacity Analysis
HDFS,HDFS543,Ethnography Urban Communities
PSYC,PSYC334,Perception Lab
UP,UP513,Urban Skills & Applications II: Chicago Practicum
MUSC,MUSC483,Harding Symphonic Band
NS,NS306,Naval Weapons Systems
ANSC,ANSC366,Animal Behavior
JOUR,JOUR451,Research Methods in Journalism
DANC,DANC496,BA Senior Thesis Research
RUSS,RUSS261,Intro Russian-Jewish Culture
ECE,ECE590,Graduate Seminar in Special Topics
HIST,HIST545,Seminar in Early Modern Europe
VCM,VCM641,Equine Neonatology
GEOL,GEOL572,Hydrogeology with Python
BADM,BADM300,The Legal Environment of Bus
SWAH,SWAH410,Adv Topics Swahili Lang&Lit II
ATMS,ATMS324,Field Studies of Convection
AFAS,AFAS332,Leading People and Effective Communication II
CLE,CLE708,Advanced Cardiovascular Life Support Simulation and Clinical Immersion
SPAN,SPAN432,Spanish Syntax
SPAN,SPAN309,Varieties of Spoken Spanish
EPS,EPS533,Global Youth & Citizenship
IS,IS567,Academic Librarianship
SPAN,SPAN573,Professional/Academic Writing
MCB,MCB436,Global Biosecurity
AFST,AFST444,Intermediate Wolof II
GGIS,GGIS560,Spatial Epidemiology
INFO,INFO500,Orientation Seminar
PHIL,PHIL422,Recent Developments in Ethics
GGIS,GGIS440,Business Applications of GIS
SOCW,SOCW427,Social Work Research Methods
FIN,FIN519,Gen Equ Env Tax Policy
EPSY,EPSY589,Categorical Data in Ed/Psyc
AFST,AFST267,Memoirs of Africa
HIST,HIST141,Western Civ to 1660
REL,REL335,Religion in Contemp America
HIST,HIST508,Seminar in Latin American Hist
ACE,ACE441,FINRA Professional Exam Review
THEA,THEA208,Dramatic Analysis
NE,NE422,Introduction to Neuroimaging
HEBR,HEBR407,Topics Hebrew Lang & Lit I
GEOG,GEOG440,Business Applications of GIS
PHIL,PHIL109,Religion & Society in West II
MUS,MUS466,Applied Jazz Instruction
LING,LING406,Intro to Computational Ling
ANSC,ANSC299,Animal Mgt Field Studies
REL,REL283,Jewish Sacred Literature
NRES,NRES572,Chemistry of Soil Fertility
BADM,BADM394,Senior Research I
MATH,MATH286,Intro to Differential Eq Plus
ECON,ECON577,Topics in Econometrics
FSHN,FSHN130,Introduction to Food Science
ART,ART102,Drawing for Non-Majors
CB,CB533,Repro Physiology Lab Methods
SHS,SHS321,American Sign Language III
LEAD,LEAD260,Introduction to Leadership Studies
BADM,BADM310,Mgmt and Organizational Beh
ECE,ECE598,Special Topics in ECE
CHIN,CHIN499,Study Abroad
ACE,ACE500,Applied Economic Theory
ANSC,ANSC590,Animal Sciences Seminar
ESL,ESL115,Principles of Academic Writing
IB,IB434,Physical Principles in Biology
CMN,CMN330,War Rhetoric in Theatre and Film
GER,GER530,Old High German
CWL,CWL496,Special Topics in Comp Lit II
PS,PS598,Dissertation Design Seminar
MUSC,MUSC434,Jazz Trombone
HIST,HIST480,US Work Class Hist Since 1780
AFRO,AFRO260,Later African American Literature and Culture
PS,PS270,Intro to Political Theory
PSYC,PSYC417,Neuroscience of Eating & Drinking
AE,AE202,Aerospace Flight Mechanics
ECE,ECE438,Communication Networks
BADM,BADM569,Res Topics in Operations Mgt
GWS,GWS295,Beginning Topics GWS
ANTH,ANTH358,People of the Ice Age
CHEM,CHEM460,Green Chemistry
PSYC,PSYC408,Human Behavior Genetics
WRIT,WRIT199,Undergraduate Open Seminar
CWL,CWL472,Kierkegaard and the Self
GEOL,GEOL593,Advanced Studies in Geology
IS,IS578,Technical Services Functions
SHS,SHS431,Lang Disorders Preschool Child
SPED,SPED447,Curriculum Development II
CPSC,CPSC565,Perl & UNIX for Bioinformatics
ACE,ACE430,Food Marketing
MUS,MUS509,"Graduate Seminar in Band Conducting, History, and Literature"
PATH,PATH521,Biophysics of Viruses
FIN,FIN570,Business and Public Policy
AHS,AHS494,Special Topics
MUS,MUS491,Bassoon
MUS,MUS548,Advanced Jazz Harmony I
AGCM,AGCM430,Comm in Env Social Movements
EPOL,EPOL545,Ethical Dimensions in Educational Leadership
ARCH,ARCH468,Overseas Architectural Studies
PS,PS322,Law and Public Policy
BADM,BADM464,iVenture Accelerator Seminar II: Topics in Entrepreneurship
ECE,ECE365,Data Science and Engineering
RST,RST519,Strategic Management in RST
SE,SE312,Instrumentation and Test Lab
FR,FR416,Structure of French Language
EPOL,EPOL511,Philosophical Issues in Technology and Education
SHS,SHS111,Living-Learning ASL Part 1
AFRO,AFRO103,Black Women in the Diaspora
CS,CS415,Game Development
ASTR,ASTR150,Killer Skies: Astro-Disasters
ACE,ACE221,Negotiation
TSM,TSM502,Graduate Research II
EALC,EALC343,Gov & Pol of China
EURO,EURO410,Labor and the European Union
CI,CI581,Aesthetics and Curriculum
LEAD,LEAD560,Developmental Leadership and Supervision in Professional Organizations
CMN,CMN191,Freshman Honors Tutorial
SE,SE521,Multivariable Control Design
HIST,HIST308,The Caribbean Since 1492: From Columbus to Castro
EURO,EURO599,Thesis Research
MUSC,MUSC530,Graduate Level Percussion
PSYC,PSYC538,Intro to Clin-Comm Psych I
SPED,SPED524,Supervised Practice in Special Education
REHB,REHB599,Thesis Research
FSHN,FSHN193,Edible Entrepreneurialism - Feeding Ideas for the Future
ENGL,ENGL120,Science Fiction
CLCV,CLCV415,Classical Rhetorics
NEUR,NEUR520,Advanced Topics in Neuroscience
GGIS,GGIS436,Biogeography
SE,SE520,Analysis of Nonlinear Systems
ECON,ECON453,Economies of the Middle East and North Africa
GWS,GWS385,Transnational Sexualities
ENGL,ENGL122,The Middle Ages in Popular Culture
ACCY,ACCY500,"Accounting Measurement, Reporting, and Control"
PSYC,PSYC455,Organizational Psych
SOC,SOC378,Sociology of Law
MUSC,MUSC113,Double Bass
ECE,ECE401,Signal and Image Analysis
PATH,PATH669,Veterinary Diagnostic Medicine
EIL,EIL588,Generative Phon in Engl Tchg
HDFS,HDFS562,Child & Family Program Eval
SPED,SPED585,Individual Differences: B to 6
CB,CB692,Special Problems
ABE,ABE451,International Water Project II
GWS,GWS333,Memoir & Autobiography
ITAL,ITAL270,Introduction to Italian Cinema
GEOL,GEOL571,Contaminant Fate and Transport
TRST,TRST502,Applied LiteraryTranslation II
PS,PS224,Politics of the National Parks
IS,IS577,Advanced Bibliographic Metadata
BSE,BSE685,Medicine - Capstone Project (Longitudinal)
ARTJ,ARTJ398,Designing Everyday Life in Modern Japan
STAT,STAT200,Statistical Analysis
SPAN,SPAN399,Advanced Study Abroad
EPOL,EPOL551,Organization of Higher Education
FIN,FIN412,Options and Futures Markets
GER,GER102,Beginning German II
CMN,CMN362,Folklore as Communication
GWS,GWS281,Women in the Literary Imagination
ANTH,ANTH444,Methods in Bioanthropology
AIS,AIS451,Politics in Children's Lit
ESL,ESL509,Academic Conversation Skills for International Students
AGED,AGED430,Youth Development Programs
SPAN,SPAN588,Sem Second Lang Learn
SPED,SPED460,Communication and Physical Disabilities
PS,PS308,"Politics, Policy & Regulation"
ACCY,ACCY532,Accounting for Mergers & Acquisitions and Other Complex Transactions
AGED,AGED460,Advanced Leadership Studies
ARAB,ARAB210,Colloquial Arabic I
CHLH,CHLH404,Gerontology
IS,IS203,Analytical Foundations for Information Problems
ARTS,ARTS220,Introduction to Fashion
LING,LING506,Topics in Computational Ling
TAM,TAM539,Fluid Mechanics Seminar
PS,PS590,Research in Selected Topics
ACE,ACE555,Economic Impact Analysis
CW,CW206,Intermediate Poetry Writing
GEOL,GEOL510,Integrated Graduate Geology
ECON,ECON490,Topics in Economics
FIN,FIN199,Undergraduate Open Seminar
RUSS,RUSS466,Russian Women's Writing
JS,JS231,Development of Ancient Cities
LA,LA472,Museum Theory and Practice
LER,LER300,"Workers, Unions, and Politics"
ARCH,ARCH515,History & Theory of Modern Landscape Architecture
ASRM,ASRM455,Predictive Analytics
CHEM,CHEM499,Senior Thesis
REL,REL235,History of Religion in America
ESL,ESL515,Introduction to Academic Writing
ENGL,ENGL202,Medieval Lit and Culture
ARTD,ARTD551,Design Research Impact
PHYS,PHYS199,Undergraduate Open Seminar
MBA,MBA561,Introduction to Business Analytics: Data and the Firm
IE,IE400,Design & Anlys of Experiments
CEE,CEE401,Concrete Materials
ECON,ECON503,Econometrics
ENGL,ENGL431,Topics in British Romantic Literature
THEA,THEA399,Undergraduate Group Seminar
UKR,UKR113,Ukrainian Culture
MATH,MATH444,Elementary Real Analysis
GEOL,GEOL452,Introduction to Geophysics
LAT,LAT199,Undergraduate Open Seminar
REES,REES477,Post-Communist Fiction
MDIA,MDIA512,History of Libraries
VCM,VCM513,Science of Health Homeostasis
AAS,AAS400,Critical Ethnic Studies
CSE,CSE412,Numerical Thermo-Fluid Mechs
VCM,VCM620,Food Animal Selective Rotation
CPSC,CPSC419,Midwest Agricultural Practices
AFRO,AFRO411,African American Psychology
CI,CI563,Writing Studies
ENGL,ENGL200,Intro to the Study of Lit
MUSC,MUSC503,Graduate Level Organ
DANC,DANC410,Advanced Jazz Technique
ARTS,ARTS220,Glass I
GGIS,GGIS491,Research in Geography
ENGL,ENGL482,Writing Technologies
AE,AE483,Autonomous Systems Lab
ECE,ECE481,Nanotechnology
GCL,GCL188,Health and Wellness in Literature
MACS,MACS203,Contemporary Movies
ARTH,ARTH433,Fifteenth-Century Italian Art
CI,CI499,Issues and Development in Education
PSYC,PSYC510,Advances in Behavioral Neuroscience
MUS,MUS484,Viola
PS,PS125,Washington Experience
NUTR,NUTR424,Pet Food & Feed Manufacturing
RST,RST340,"Facility Management in Recreation, Sport and Tourism"
ENGL,ENGL117,Shakespeare on Film
ME,ME447,Computational Design and Dynamics of Soft Systems
CHLH,CHLH401,Approaches to Health Education and Advocacy
ANTH,ANTH220,Introduction to Archaeology
FSHN,FSHN518,Chemistry of Lipids in Foods
BADM,BADM360,Digital Marketing
LLS,LLS449,Issues in Latina/o Education
MDVL,MDVL515,Middle High German
EPOL,EPOL583,eLearning Ecologies
REES,REES296,Special Topics
SPAN,SPAN437,The Acquisition of Spanish
HDFS,HDFS591,Qualitative Methods
TE,TE110,Communicating and Presenting in Engineering
FIN,FIN571,Retirement Policy
HIST,HIST549,Sem Eng & Brit Emp Since 1688
MUSC,MUSC467,Choral Ensemble
ENGL,ENGL204,Renaissance Lit and Culture
DANC,DANC266,Intermediate Ballet Tech Core
MACS,MACS261,Survey of World Cinema I
GCL,GCL127,History and Philosophy of Sustainable Design
MATH,MATH449,Real Variables
IS,IS597,Advanced Topics in Data Analytics & Data Science
HIST,HIST497,History of Historiography
EALC,EALC560,East Asian Language Pedagogy
PLPA,PLPA401,Plant Pathogenic Fungi
CEE,CEE553,River Morphodynamics
CI,CI568,Contemporary Children's Literature
